CELL_LINE_NAME,DRUG_NAME,LN_IC50
HCC1143,EHT-1864,4.243589
RCC10RGB,ICL-SIRT078,5.254794
DU145,VX-11e,3.5104290000000002
LNCAPCLONEFGC,ZM447439,2.647789
BXPC3,Sabutoclax,-0.588246
NMCG1,Dactolisib,1.080849
BXPC3,TW 37,2.721707
SNB75,EPZ004777,5.91266
HCC1143,AGK2,4.790006
COLO829,GNE-317,1.42774
SKNSH,Buparlisib,0.969802
MCF7,Bortezomib,-4.979766000000001
COLO829,UNC0379,5.556851999999999
CORL23,LY2109761,6.4775160000000005
NCIH1793,Sinularin,4.317489
IGROV1,Ulixertinib,0.37199899999999997
GAMG,Talazoparib,3.5617419999999997
NCIH1650,Uprosertib,3.6906410000000003
NCIH226,RVX-208,6.832553999999999
HCC1806,Sabutoclax,-0.303118
HPAC,AZD7762,1.176046
SKNFI,N-acetyl cysteine,8.476507000000002
KP2,PD0325901,-0.224138
NCIH1437,Daporinad,-2.87385
ONS76,Afuresertib,2.892306
A549,YK-4-279,1.604431
LS1034,MIM1,4.023745
LOXIMVI,Lapatinib,2.52136
HCC1806,PFI3,4.942007
SW48,Docetaxel,-4.209912999999999
LOXIMVI,VE-822,0.575238
CAOV3,Talazoparib,1.5886360000000002
NCIH1975,Linsitinib,3.545348
NCIH322,Cisplatin,3.9436379999999995
NCIH1437,SB590885,4.737946
DKMG,Oxaliplatin,7.112533
SKMEL3,Camptothecin,-1.59448
RCC10RGB,BI-2536,1.0325090000000001
LOVO,AZD5438,3.485894
KYSE510,Dinaciclib,-3.390857
NCIH1437,BIBR-1532,5.135179
HCC827,Mitoxantrone,2.183763
SW48,AZD7762,-0.547165
8505C,Savolitinib,2.081182
COLO829,BIBR-1532,5.822038
CORL23,Temozolomide,6.84025
IGROV1,GDC0810,4.766253
COLO680N,MK-1775,3.6014730000000004
SKNFI,Talazoparib,4.472419
HCT116,AZD2014,1.872988
HCC1806,GSK2578215A,4.614722
MCF7,Ibrutinib,6.226905
HCC1143,Refametinib,1.263244
DKMG,IWP-2,3.9378849999999996
NCIH1437,CCT-018159,2.325329
COLO829,ZM447439,4.828297
CAOV3,LCL161,0.20091199999999998
A549,L-Oxonoreleagnine,3.4704870000000003
LS1034,Ribociclib,2.579677
LS1034,Nelarabine,5.734463
NCIH1793,GSK343,3.614927
GI1,Leflunomide,5.782379
ONS76,Uprosertib,3.281039
IALM,Dinaciclib,3.331911
CAOV3,LGK974,3.390622
HCT116,Doramapimod,4.3536779999999995
LNCAPCLONEFGC,UNC0379,2.169397
CAL29,SB590885,4.792112
BICR31,Elesclomol,-3.168677
639V,AT13148,5.4409790000000005
5637,Irinotecan,2.1610419999999997
LNCAPCLONEFGC,JQ1,-1.291643
639V,PLX-4720,5.7138919999999995
OVISE,LCL161,5.424633999999999
HCT116,Motesanib,5.331715
639V,Gallibiscoquinazole,2.248005
OVISE,Ulixertinib,3.690075
A549,Elephantin,2.600911
TE8,Linsitinib,4.053776999999999
HCC1143,Pevonedistat,4.854929
SKMEL2,Ulixertinib,1.133052
HT29,Methotrexate,-1.300761
SKMEL3,Axitinib,4.5991089999999994
SUIT2,Trametinib,-0.39523600000000003
SW948,AGK2,2.290725
IGROV1,OF-1,4.815442
LS1034,SGC-CBP30,4.792871
NCIH2009,Savolitinib,2.696025
COLO829,Vinorelbine,1.996141
SCC25,Bortezomib,-3.800971
LNCAPCLONEFGC,Elephantin,2.9191130000000003
NCIH1355,Afuresertib,3.934995
SKMEL3,AZD5582,1.657975
RCC10RGB,Dactinomycin,-0.244644
IGROV1,LY2109761,6.048118
GAMG,Ruxolitinib,4.771923999999999
SUIT2,I-BET-762,4.006876999999999
LOXIMVI,Erlotinib,3.7987589999999996
639V,Lapatinib,4.369330000000001
DU145,Gefitinib,4.157146
HT29,UNC0638,2.054185
639V,L-Oxonoreleagnine,2.8898900000000003
LS1034,AZD7762,1.7179330000000002
IGROV1,XAV939,2.782482
H4,SGC-CBP30,2.803111
786O,VX-11e,2.971402
RCC10RGB,Talazoparib,5.069479
OVCAR3,Rapamycin,-1.894759
COLO829,AZD7762,1.354734
IGROV1,Topotecan,0.658283
H4,Avagacestat,4.0342150000000006
RCC10RGB,Erlotinib,0.938599
NCIH322,CPI-637,4.354526
NCIH1650,Vorinostat,3.904035
DU145,WEHI-539,5.2732220000000005
SW948,Cediranib,2.244095
LOVO,L-Oxonoreleagnine,3.6545949999999996
SW948,Ipatasertib,2.219832
TE8,Crizotinib,2.365683
NCIH2347,BMS-754807,7.603026
HT29,Piperlongumine,2.5063169999999997
MESSA,Axitinib,1.664461
A549,Oxaliplatin,1.901564
OVISE,Avagacestat,4.943855999999999
HPAC,AZD8055,2.3958779999999997
TE8,PD0325901,0.8323879999999999
A549,AZD6738,1.8349659999999999
NCIH1793,AZD5582,4.502788
OVISE,Motesanib,6.141437000000001
GI1,OTX015,1.405568
RCM1,PLX-4720,5.397913
LS1034,AZD8186,5.455269
5637,Temozolomide,5.803221
OVCAR3,AZD8055,0.808845
NCIN87,Gemcitabine,1.030089
639V,AZD8186,2.697791
KP2,Oxaliplatin,7.096276
HCT116,MN-64,4.936791
SW948,Afuresertib,1.2626709999999999
LOXIMVI,VX-11e,-0.244275
HCT116,UNC0379,2.272912
HT29,Ulixertinib,0.017842
NCIH1650,Fulvestrant,6.485982
LOXIMVI,Luminespib,-4.325893
NCIH2347,I-BRD9,6.990606
OVISE,POMHEX,0.714105
LOXIMVI,LCL161,5.03306
NCIH1437,Ulixertinib,1.165635
COLO829,UNC0638,4.281974
GI1,AZD8186,2.859127
A549,Pevonedistat,-0.232429
HCC1143,Afuresertib,3.068269
8505C,MIRA-1,6.2983199999999995
NCIH226,I-BRD9,6.236061
IALM,Palbociclib,5.0839870000000005
COLO680N,BIBR-1532,6.363742
RCM1,GSK-LSD1,2.873056
DKMG,I-BRD9,5.510108
NCIH1975,Irinotecan,3.67553
TE8,AZD3759,1.824532
LOVO,Staurosporine,-3.870422
NCIN87,NU7441,4.61033
A549,SCH772984,0.557311
NCIH322,MN-64,4.413956
639V,PFI-1,3.012422
SUIT2,ascorbate,11.556626
GI1,Serdemetan,4.794091000000001
DKMG,Rapamycin,-2.149702
DKMG,Navitoclax,3.845065
NCIH1355,XAV939,2.13191
H4,Refametinib,1.451716
HT29,PD0325901,-2.435552
RCC10RGB,SB216763,3.9311769999999995
A549,GNE-317,-1.105661
SW48,Fulvestrant,5.308281
NCIH322,PRT062607,2.619125
IGROV1,OSI-027,2.3468400000000003
HCC1806,MK-2206,3.0990889999999998
GI1,AZD5153,-0.301708
LNCAPCLONEFGC,glutathione,8.369844
5637,BMS-536924,1.760168
HCC827,Leflunomide,5.431557
CAOV3,GSK1904529A,3.245949
786O,MK-1775,-0.018269
COLO829,Ruxolitinib,6.259132
KU1919,VE821,3.1341930000000002
MCF7,OTX015,1.937448
TE8,RO-3306,3.7430260000000004
IGROV1,Ruxolitinib,3.569489
SW948,Foretinib,0.0502
RCM1,BMS-754807,2.844723
SKNFI,Pictilisib,1.402506
ONS76,PFI-1,3.5686199999999997
KYSE510,GW441756,3.369704
HCC827,Ruxolitinib,3.707325
TE8,N-acetyl cysteine,9.218095
HCC827,CPI-637,6.23381
HCT116,AZD5363,2.6244240000000003
COLO680N,Epirubicin,1.901161
COLO680N,Pictilisib,2.6803779999999997
BXPC3,GSK1904529A,3.794376
639V,AZD7762,0.524943
SCC25,Alpelisib,2.964773
KU1919,5-Fluorouracil,2.622267
ONS76,SB590885,4.424437
SUIT2,Entospletinib,5.546982
HPAC,Sorafenib,2.1675720000000003
SW48,CCT007093,5.170744
SCC25,WIKI4,2.936321
IGROV1,5-azacytidine,3.705079
HT29,Ruxolitinib,6.767027000000001
KYSE510,Veliparib,4.643216000000001
CAOV3,EHT-1864,3.0042590000000002
KP2,Alpelisib,4.935459
CORL23,Fulvestrant,2.98822
786O,Erlotinib,1.690561
LOXIMVI,Epirubicin,-2.561211
HCC1806,Zoledronate,3.442794
LS1034,Tamoxifen,3.446277
NCIH322,LCL161,5.99059
DKMG,Bortezomib,-5.461898000000001
HPAC,Wee1 Inhibitor,2.097273
NCIH1793,Sabutoclax,1.478283
HCT116,CPI-637,3.765389
SW48,GSK2578215A,4.892156
LS1034,LY2109761,5.676225
LOXIMVI,AT13148,2.6985240000000004
NCIH1793,Staurosporine,0.237064
GAMG,AZD7762,-0.005091
NCIH322,Dihydrorotenone,2.8373169999999996
CORL23,AZ960,3.061818
CAL29,Motesanib,5.492371
CORL23,GSK2110183B,4.607321
HCC1806,LY2109761,3.186345
5637,AZD8055,0.40615100000000004
KP2,Vinblastine,-1.5396969999999999
TE8,TW 37,1.268307
GAMG,Uprosertib,1.816862
HCC1806,Mirin,3.709278
KU1919,WEHI-539,3.5950629999999997
DU145,Dasatinib,1.0069700000000001
LOVO,AZD8055,-2.431674
HCC827,GNE-317,0.6701090000000001
KYSE510,PD0325901,3.1543419999999998
NCIH1437,Camptothecin,-1.838661
HT29,PFI3,6.9034070000000005
NCIH1975,Dihydrorotenone,0.066638
HCC1806,ascorbate,9.548568
SKMEL3,Dactinomycin,-4.333838
HCC1806,OSI-027,2.557789
COLO680N,PD0325901,3.069623
NCIH2347,Rapamycin,0.48676899999999995
SW948,SGC-CBP30,4.442647
LOXIMVI,N-acetyl cysteine,9.717967
NCIH2009,Axitinib,3.5277540000000003
H4,Docetaxel,-6.736305000000001
IGROV1,AZD5363,-0.5562199999999999
5637,Vorinostat,1.402849
DKMG,Pevonedistat,1.180954
HCC1143,Ribociclib,3.6695889999999998
BICR31,GSK2606414,4.146587
NCIH322,BMS-754807,1.761459
KYSE510,Dactolisib,-0.676905
SW948,WZ4003,5.875255
OVISE,Dactinomycin,-4.325958999999999
MCF7,UNC0379,4.107184999999999
RCM1,Uprosertib,3.6333089999999997
HCT116,RO-3306,2.359876
HPAC,SB216763,5.954029
KYSE510,GSK2578215A,5.120966
786O,Entinostat,3.477443
OVCAR3,Selumetinib,4.513888
NMCG1,AMG-319,7.264278999999999
5637,PD0325901,1.278678
A549,MK-1775,1.151476
SW48,GDC0810,4.549829
MCF7,SB590885,4.419521
LNCAPCLONEFGC,Lapatinib,2.574754
OVISE,BMS-754807,3.61573
HT29,Dihydrorotenone,0.530748
NCIH1355,GSK-LSD1,3.1322400000000004
SCC25,Bicalutamide,3.688797
NCIH322,GSK2110183B,2.613195
NCIH1975,LMP744,-0.123143
KP2,Dactinomycin,-0.582006
OVISE,GDC0810,5.9165160000000006
SKNFI,Motesanib,5.814692
IGROV1,WEHI-539,4.355436
NCIH1355,POMHEX,1.8857240000000002
NCIH226,Epirubicin,0.803871
NCIH1355,Doramapimod,6.862014
BICR31,Oxaliplatin,3.8181540000000003
NCIH1793,Sorafenib,3.6121339999999997
OVISE,Bortezomib,-4.986255
COLO680N,AZD6738,5.049933
NCIH322,Romidepsin,-5.870923
MESSA,glutathione,9.641718
IALM,XAV939,6.038316
CORL23,Olaparib,3.956063
HT29,Temsirolimus,2.189319
8505C,Teniposide,0.160227
DU145,VE821,6.227246
5637,POMHEX,2.3297849999999998
LS1034,I-BET-762,5.535055000000001
NCIH322,Bortezomib,-3.5370519999999996
8505C,Schweinfurthin A,2.389595
CAL29,LMP744,-2.066614
LOXIMVI,Uprosertib,1.7657759999999998
LOXIMVI,SGC-CBP30,3.8211269999999997
LNCAPCLONEFGC,GSK2578215A,3.443518
A549,AGI-6780,3.125772
LS1034,Motesanib,5.68917
MCF7,XAV939,5.67969
NMCG1,MG-132,0.7358520000000001
MCF7,Dacarbazine,4.367126
BXPC3,JQ1,2.245066
HCC1806,WIKI4,3.433239
GI1,AGI-6780,4.919022
H4,Selumetinib,3.7203150000000003
HCC827,CCT007093,5.944281
NCIH1793,Lapatinib,5.393839
LNCAPCLONEFGC,Veliparib,4.4661349999999995
NCIH226,Tamoxifen,5.045261
KU1919,AZD5153,-1.4962719999999998
RCC10RGB,AZD3759,2.023962
KU1919,ascorbate,10.117844
LS1034,MN-64,3.996175
SCC25,CHIR-99021,5.63469
KP2,MK-1775,0.9692860000000001
HPAC,CPI-637,5.963677
NCIN87,Dabrafenib,5.252748
HT29,I-BRD9,3.320414
SW48,PD173074,3.869168
TE8,Dacarbazine,5.446218
LS1034,PFI3,5.422528
639V,Elephantin,2.82952
SUIT2,GNE-317,0.8294819999999999
HCC827,Uprosertib,4.765942
HCC827,Alpelisib,4.250128
MCF7,Linsitinib,3.163952
5637,MIM1,3.8253019999999998
SKMEL3,Motesanib,5.654106
HCC827,SGC0946,2.557969
RCC10RGB,CPI-637,6.623846
GAMG,Camptothecin,-2.392523
COLO680N,AZD4547,5.011001
NCIH1650,Erlotinib,1.2536040000000002
NMCG1,AZ960,2.063508
A549,Palbociclib,2.010805
H4,AGI-5198,4.775078
786O,MG-132,-1.497644
LOVO,Taselisib,0.8381540000000001
DKMG,GSK2110183B,4.599432
BXPC3,MIM1,3.861061
TE8,SB216763,5.77588
HPAC,Pictilisib,2.0680509999999996
SCC25,SB216763,5.63469
CAL29,LY2109761,4.611893
CAOV3,I-BET-762,0.8264450000000001
SKNSH,UMI-77,2.2317240000000003
CAL29,RVX-208,5.390353
COLO680N,AZ960,3.4581160000000004
SKMEL2,CZC24832,5.414274
SKNSH,BMS-754807,-0.31509499999999996
COLO680N,BMS-754807,5.263267
SKMEL2,Dasatinib,2.282213
CAL29,GSK2110183B,1.54118
SKMEL3,VE-822,3.013475
KP2,AZD8186,4.347711
OVISE,Fulvestrant,5.862235
IGROV1,Dinaciclib,-2.889104
DKMG,Docetaxel,-3.1912540000000003
GI1,CPI-637,2.4018509999999997
LOXIMVI,UNC0638,2.061676
OVISE,Nelarabine,6.726814999999999
DKMG,LGK974,4.096941999999999
639V,BIBR-1532,3.930822
HT29,GDC0810,4.998154
IGROV1,Wnt-C59,3.677367
HPAC,Fulvestrant,6.177902
RCM1,GSK2578215A,6.5991979999999995
BXPC3,Refametinib,1.2870700000000002
BXPC3,Serdemetan,3.508311
RCM1,Wee1 Inhibitor,3.8579199999999996
RCM1,AZ960,3.0310740000000003
GAMG,AZD5991,5.873042
NCIH322,ABT737,3.308415
HPAC,AGI-5198,5.481046
A549,WEHI-539,5.431685
BICR31,Docetaxel,-2.2842569999999998
H4,MG-132,-1.173921
RCM1,Linsitinib,3.975345
DKMG,Bosutinib,4.809947
NCIN87,Tamoxifen,5.044819
COLO680N,AZD5582,1.113779
COLO680N,CCT007093,6.57255
DKMG,BIBR-1532,5.872475
NCIN87,AZ6102,2.083662
SKMEL3,GSK1904529A,3.665337
NCIH1650,Crizotinib,4.911743
HT29,Irinotecan,3.4941120000000003
KP2,I-BET-762,6.427694
NCIH1793,MN-64,6.271985
KYSE510,Dabrafenib,4.534114
LOVO,MG-132,-1.426642
KU1919,AT13148,2.835804
LOVO,Ulixertinib,0.39999
TE8,I-BET-762,3.3726629999999997
HT29,N-acetyl cysteine,10.243028
LOVO,Serdemetan,4.883551000000001
CAL29,MG-132,-1.372939
RCC10RGB,Dinaciclib,-1.109118
A549,Savolitinib,3.8323410000000004
SNB75,Selumetinib,5.336511
BICR31,Tanespimycin,-0.404431
RCC10RGB,OSI-027,4.1956430000000005
OVCAR3,P22077,4.217864
OVISE,ZM447439,2.587284
HPAC,BMS-536924,0.981218
BXPC3,ICL-SIRT078,4.032595
NCIH322,UNC0638,4.723117
COLO829,PCI-34051,7.049113
CORL23,P22077,3.945158
KYSE510,Foretinib,2.692006
BICR31,Temsirolimus,2.352134
DU145,Docetaxel,-3.186023
LOVO,Trametinib,-3.3761410000000005
HCC1143,EPZ5676,6.2659139999999995
RCC10RGB,N-acetyl cysteine,11.233444
NCIH322,Epirubicin,-1.379083
LNCAPCLONEFGC,AGI-6780,4.713083
NCIH1355,PFI-1,6.3301169999999995
NCIH1650,Docetaxel,-1.9912990000000002
LOVO,A-366,3.5845830000000003
GAMG,AZD5438,3.1594189999999998
TE8,Avagacestat,4.640155
KP2,AZD5438,3.4842980000000003
RCM1,Selumetinib,2.055036
OVCAR3,Linsitinib,4.577539
HCC1806,Alisertib,3.263657
NCIN87,NVP-ADW742,4.2335
NCIH2009,Vorinostat,0.610935
MCF7,Cytarabine,3.8190519999999997
KP2,Bortezomib,-4.3380339999999995
RCC10RGB,Leflunomide,5.537285
CAL29,GSK1904529A,5.259982
CORL23,Fludarabine,4.624331
CAOV3,RO-3306,1.839925
DU145,Gallibiscoquinazole,3.8275629999999996
KP2,LMP744,4.584029
ONS76,OF-1,5.2106580000000005
IALM,MIM1,4.846097
NCIH1355,L-Oxonoreleagnine,3.9969230000000002
GI1,Luminespib,-3.199794
COLO829,OTX015,7.142689
HCC1806,Temsirolimus,1.758332
5637,Paclitaxel,-4.413742
LS1034,UNC0379,2.341159
LOXIMVI,POMHEX,0.883943
A549,GSK343,4.889585
TE8,AZD5363,1.6523889999999999
DKMG,MK-1775,2.723784
LOXIMVI,Afuresertib,2.5271790000000003
8505C,IWP-2,3.6331910000000005
MESSA,Avagacestat,5.046171
RCM1,Palbociclib,3.7744269999999998
SNB75,IWP-2,3.706604
IALM,Mycophenolic acid,3.5653940000000004
KU1919,I-BET-762,1.317383
SW48,Dactinomycin,-2.832194
NCIH1793,SCH772984,5.531961
MESSA,GW441756,2.7684740000000003
SKMEL3,Crizotinib,2.106734
8505C,Staurosporine,-2.914232
5637,AZD6738,2.0271169999999996
BXPC3,LMP744,1.7269299999999999
CORL23,AZD8186,2.71508
DU145,PCI-34051,6.266057
IALM,MIRA-1,5.3701550000000005
RCM1,Docetaxel,-2.153575
DKMG,Savolitinib,0.561408
HCC1143,AZD3759,1.861187
KU1919,MN-64,5.197344999999999
TE8,OF-1,4.958319
NCIH1355,P22077,6.862014
BICR31,Entospletinib,4.253156
OVISE,Gallibiscoquinazole,3.744222
LS1034,ABT737,2.511709
HCC1806,BMS-345541,2.632237
COLO829,AZD5438,4.525409
SKNSH,GDC0810,4.654351
SNB75,Motesanib,6.174057
MESSA,GSK2578215A,4.17497
NCIH226,WIKI4,4.642143
SW948,IWP-2,2.6346950000000002
NCIH1437,Afuresertib,2.672704
COLO680N,Rapamycin,-1.129426
GI1,Navitoclax,1.873949
COLO829,Temsirolimus,3.7260739999999997
LS1034,VX-11e,1.023275
NCIH1975,PLX-4720,4.752086
RCM1,WZ4003,5.8532470000000005
NCIH1793,AZD5991,7.420063000000001
NCIH1975,A-366,6.035625
SW948,Camptothecin,-2.161689
LNCAPCLONEFGC,Docetaxel,-5.488899
IGROV1,KU-55933,4.618722
DKMG,VE821,5.7496
NCIH1355,Serdemetan,5.553644
8505C,RO-3306,5.889073000000001
NCIH226,SN-38,5.1959599999999995
ONS76,Daporinad,-5.222444
GI1,RO-3306,3.676676
NCIH1437,Osimertinib,2.469001
TE8,P22077,5.353232
RCM1,Erlotinib,2.891258
HCC1143,OF-1,5.077031
NCIH1355,LMP744,5.43675
CAOV3,Pevonedistat,-1.855176
LOVO,Leflunomide,5.394429
IGROV1,PD0325901,-1.7127970000000001
RCM1,Cisplatin,4.715207
HT29,GSK2110183B,1.659845
A549,NU7441,2.01998
HCC827,Entospletinib,5.2484910000000005
COLO680N,VE-822,5.257011
HCC1806,Fulvestrant,2.9418029999999997
ONS76,Vinblastine,-3.704992
HCT116,LY2109761,5.245
LNCAPCLONEFGC,AZD5582,1.9544419999999998
LOXIMVI,Alpelisib,2.674275
CAL29,SGC0946,2.077859
KU1919,AZD5991,5.311472
TE8,CZC24832,5.27629
HPAC,RVX-208,5.909909
CORL23,XAV939,5.887086
COLO829,Remodelin,8.734363
NCIH1975,Ulixertinib,2.50726
HCT116,LCL161,5.096584
786O,Crizotinib,2.417082
SNB75,OTX015,2.9314080000000002
SW948,Nelarabine,6.730074
IGROV1,Entinostat,1.508206
NCIH322,Mitoxantrone,1.1042049999999999
HCC1143,Bleomycin,5.267492
COLO829,MK-1775,4.088436
NCIH2009,CPI-637,4.487936
MESSA,Cediranib,1.243275
LOXIMVI,OTX015,-0.749027
DKMG,CPI-637,6.3783959999999995
H4,GDC0810,5.020807
SW48,Uprosertib,2.449057
A549,ascorbate,11.051383
COLO829,Romidepsin,-4.651153
A549,Fludarabine,4.681095
COLO680N,NVP-ADW742,6.379549
8505C,PFI-1,3.9519550000000003
SKNSH,Serdemetan,3.4100550000000003
COLO829,Obatoclax Mesylate,3.0789720000000003
SNB75,XAV939,3.558667
NCIH322,Tanespimycin,-0.926207
HCC1143,Ipatasertib,2.99549
SKMEL3,Vinorelbine,-2.737211
NCIH322,Sorafenib,3.137729
HT29,Entospletinib,3.800842
8505C,Linsitinib,5.339421
LOXIMVI,Selumetinib,1.412051
NCIH1650,AZD5438,4.013911
HCC1806,MIRA-1,5.0303
NCIH1355,Dactinomycin,-0.211943
CORL23,Uprosertib,4.453786
NCIH1437,Entospletinib,3.331345
LS1034,NVP-ADW742,2.020559
HCC827,GSK343,3.6951110000000003
SKNFI,UNC0638,5.117531
KP2,SGC-CBP30,5.31829
SKNSH,Methotrexate,3.019645
NCIH322,Elephantin,4.855798
IALM,Elephantin,6.779222
NMCG1,Tretinoin,8.176652
DKMG,Dacarbazine,6.371375
A549,Motesanib,5.295137
NCIH226,Cytarabine,6.078426
BXPC3,Afatinib,1.530849
NCIH322,GSK343,3.381178
SW48,Ruxolitinib,3.6630480000000003
KU1919,Bosutinib,1.825348
KU1919,Sorafenib,1.458854
HT29,AZD7762,-1.1124889999999998
NCIH226,Serdemetan,6.468358
KU1919,OF-1,5.044599
KYSE510,Oxaliplatin,3.135446
H4,IWP-2,2.3144869999999997
KU1919,Camptothecin,-3.4169110000000003
5637,N-acetyl cysteine,9.302236
NCIH226,Linsitinib,4.032819
LOXIMVI,Gefitinib,3.797632
OVISE,Mirin,5.120129
NCIN87,PRT062607,2.53856
TE8,Serdemetan,4.0000290000000005
COLO680N,Dacarbazine,6.4547
LOVO,ICL-SIRT078,3.873479
DU145,WZ4003,6.071079
KYSE510,I-BET-762,2.777673
NCIH226,PD173074,3.535368
NCIH1793,Gallibiscoquinazole,3.5323089999999997
HCC827,Crizotinib,3.554618
NCIH1355,AZD3759,3.478676
H4,Mitoxantrone,-0.920075
NCIH1355,Buparlisib,1.146188
HCT116,Camptothecin,-2.985426
A549,Refametinib,-0.592093
OVISE,AZD1332,3.3171180000000002
H4,Dinaciclib,-3.242469
HPAC,GSK343,4.450069
MCF7,Oxaliplatin,5.029274
RCM1,Trametinib,-3.078369
RCC10RGB,Dihydrorotenone,3.7419800000000003
IALM,SGC-CBP30,4.026209
KU1919,Bleomycin,1.157921
NCIH1650,GSK591,6.825398
OVCAR3,GSK591,5.319615
HCC1143,Temsirolimus,1.8873400000000002
COLO829,Dactinomycin,0.058151999999999995
SKNSH,MK-1775,0.802763
BICR31,BMS-754807,0.95478
DKMG,Sinularin,4.4626339999999995
639V,Temsirolimus,1.248546
NCIH1650,Ulixertinib,5.242432
CORL23,Dactinomycin,-2.327654
OVISE,Alpelisib,2.4665939999999997
SKMEL3,MN-64,4.127322
KP2,Selumetinib,2.6301509999999997
NCIH226,A-366,7.0783830000000005
SUIT2,UMI-77,2.699868
8505C,UMI-77,1.788984
639V,UNC0379,4.613669
ONS76,EPZ004777,5.68443
SNB75,PLX-4720,3.582587
CAL29,AZD2014,1.6984990000000002
RCC10RGB,GSK2606414,5.683797
KP2,KU-55933,6.481528
MESSA,Afatinib,1.646563
LS1034,Uprosertib,5.697676
639V,Cisplatin,0.8560909999999999
RCC10RGB,VE821,7.191222
NCIH322,EHT-1864,5.499144
DU145,GW441756,4.308343
OVCAR3,NVP-ADW742,4.810879
NCIH1437,CZC24832,5.488534
SW948,PFI3,6.005394
GAMG,Docetaxel,-3.889701
CORL23,CZC24832,6.089803
SCC25,Olaparib,3.6659580000000003
SKNFI,BIBR-1532,4.816761
CAOV3,Tanespimycin,-1.917315
NCIH2009,Cyclophosphamide,6.0092669999999995
NCIH1355,Camptothecin,0.6921930000000001
NCIH2347,Olaparib,6.33967
MESSA,Vorinostat,1.8444610000000001
MESSA,Dihydrorotenone,0.089034
BICR31,Foretinib,-0.6207520000000001
DU145,Cytarabine,4.042403
NCIH322,GSK343,5.993688
RCC10RGB,VX-11e,3.8064970000000002
GAMG,Cyclophosphamide,4.839881
NCIH1793,Dabrafenib,7.1233580000000005
SW48,WIKI4,2.8465740000000004
HCC1143,Olaparib,5.3106349999999996
SKNSH,Vinorelbine,-3.6710059999999998
DKMG,Paclitaxel,0.23721199999999998
639V,ascorbate,10.728381
CAL29,MN-64,5.433255
TE8,Docetaxel,-5.342439
KU1919,Nelarabine,5.9413
BXPC3,Buparlisib,1.1700469999999998
GI1,GSK2578215A,5.086604
HCT116,Taselisib,2.072143
MCF7,Trametinib,3.874533
LNCAPCLONEFGC,Motesanib,5.718743
NCIH2347,AZD4547,6.267243
H4,Gemcitabine,-4.098291000000001
HCT116,EPZ004777,5.083257
SCC25,PFI3,5.63469
HCC827,AZD5582,2.972299
NCIH322,NVP-ADW742,2.380076
HT29,ICL-SIRT078,2.638028
LNCAPCLONEFGC,UNC0638,2.01378
NCIH1650,AT13148,6.986411
5637,Entinostat,0.9830059999999999
IALM,Serdemetan,6.091792
RCC10RGB,BMS-754807,5.927975
HCC1143,Leflunomide,5.144489
NCIH1355,AZD5363,4.340625
DU145,AMG-319,6.280124
SKMEL2,OTX015,5.165694
IALM,Oxaliplatin,6.435932
IGROV1,Ulixertinib,0.459962
OVISE,Epirubicin,-0.630538
LS1034,LCL161,5.1680410000000006
GAMG,Luminespib,-4.1448160000000005
SKMEL3,BMS-345541,1.4082139999999999
SW48,GSK2110183B,2.874577
RCC10RGB,Palbociclib,3.364179
BXPC3,ascorbate,10.975584
NCIH1437,Elesclomol,-2.220401
ONS76,Trametinib,-4.137035
DU145,GSK-LSD1,3.7372980000000005
KP2,Tamoxifen,5.897571
NCIH1793,Obatoclax Mesylate,3.346071
NCIH1975,Staurosporine,-4.369911
NCIH322,Afuresertib,2.000632
BXPC3,AZD5991,4.457024
NCIH2347,POMHEX,3.84711
RCM1,Buparlisib,3.2967980000000003
SKMEL3,PCI-34051,3.86935
639V,AZ960,1.976809
LS1034,WZ4003,5.508478
HPAC,Ibrutinib,5.320123000000001
COLO680N,Lapatinib,5.041894
HCC1143,Dactinomycin,-3.693707
H4,AZD5991,5.153632
NCIH1650,I-BRD9,6.36916
HCC827,AGI-6780,5.2586379999999995
NCIH1793,Wee1 Inhibitor,3.1764200000000002
HCT116,Tanespimycin,-0.361334
HCT116,AZD3759,3.181564
TE8,UNC0379,4.326936
HCC1806,SN-38,-5.016511
GI1,L-Oxonoreleagnine,2.86032
CORL23,Foretinib,0.607058
RCC10RGB,CZC24832,5.482058
NCIN87,Dacarbazine,5.6107190000000005
COLO680N,Nelarabine,7.236617
SW48,Cediranib,1.0582200000000002
SUIT2,AT13148,6.569425
NMCG1,Daporinad,-3.6043489999999996
IGROV1,Palbociclib,1.939171
OVCAR3,PCI-34051,4.300559
MESSA,AZD8186,2.438123
BXPC3,RO-3306,4.933632
KYSE510,Talazoparib,4.104223999999999
HCC1143,ascorbate,10.192604
H4,KU-55933,5.180411
SKMEL3,Refametinib,1.603847
NCIH1437,AZ960,0.291265
SW48,I-BET-762,2.347829
HCC1143,BMS-536924,0.7738619999999999
KU1919,Dasatinib,0.343517
SW948,PD0325901,-1.231857
IALM,Avagacestat,5.585041
OVCAR3,Cytarabine,2.8643520000000002
8505C,Axitinib,3.7580839999999998
GAMG,Selumetinib,5.402926
786O,Ulixertinib,2.908025
LNCAPCLONEFGC,Entinostat,0.29765199999999997
HPAC,Entinostat,2.71306
H4,Olaparib,1.985999
OVCAR3,CZC24832,5.69492
RCC10RGB,Fludarabine,6.473845
HCC1143,SB216763,6.554603
